time,cpu,freq_hz,package
210,52,2799997.0,1
210,53,2800000.0,1
210,54,2800190.0,1
210,55,2799943.0,1
210,56,2800009.0,1
210,57,2800001.0,1
210,58,2799822.0,1
210,59,2799999.0,1
210,60,2799999.0,1
210,61,2799999.0,1
210,62,2739710.0,1
210,63,2800000.0,1
213,0,3181771.0,0
213,1,3095742.0,0
213,2,2898370.0,0
213,3,2917157.0,0
213,4,2873998.0,0
213,5,2894682.0,0
213,6,2795235.0,0
213,7,3119502.0,0
213,8,2915533.0,0
213,9,2927434.0,0
213,10,2799752.0,0
213,11,2811544.0,0
213,12,2673037.0,0
213,13,3313522.0,0
213,14,2969420.0,0
213,15,3007948.0,0
213,16,2994953.0,1
213,17,2789574.0,1
213,18,2791912.0,1
213,19,2572624.0,1
213,20,2903257.0,1
213,21,2862996.0,1
213,22,2777275.0,1
213,23,2929685.0,1
213,24,2754211.0,1
213,25,2791827.0,1
213,26,2705224.0,1
213,27,2870739.0,1
213,28,2758204.0,1
213,29,2935526.0,1
213,30,2689495.0,1
213,31,2800055.0,1
213,32,3064876.0,0
213,33,2977573.0,0
213,34,2958630.0,0
213,35,2901613.0,0
213,36,3091664.0,0
213,37,2836509.0,0
213,38,3104738.0,0
213,39,2890752.0,0
213,40,2860580.0,0
213,41,2858710.0,0
213,42,2784594.0,0
213,43,2918226.0,0
213,44,2799746.0,0
213,45,3263862.0,0
213,46,2821288.0,0
213,47,2810897.0,0
213,48,2890820.0,1
213,49,2562636.0,1
213,50,2831299.0,1
213,51,2410679.0,1
213,52,2801382.0,1
213,53,2910394.0,1
213,54,2850846.0,1
213,55,2938190.0,1
213,56,3149911.0,1
213,57,2870711.0,1
213,58,2809626.0,1
213,59,2823211.0,1
213,60,2859007.0,1
213,61,2965866.0,1
213,62,2867990.0,1
213,63,2805560.0,1
216,0,3181771.0,0
216,1,3095742.0,0
216,2,2898370.0,0
216,3,2917157.0,0
216,4,2873998.0,0
216,5,2894682.0,0
216,6,2795235.0,0
216,7,3119502.0,0
216,8,2915533.0,0
216,9,2927434.0,0
216,10,2799752.0,0
216,11,2811544.0,0
216,12,2673037.0,0
216,13,3313522.0,0
216,14,2969420.0,0
216,15,3007948.0,0
216,16,2994953.0,1
216,17,2789574.0,1
216,18,2791912.0,1
216,19,2572624.0,1
216,20,2903257.0,1
216,21,2862996.0,1
216,22,2777275.0,1
216,23,2929685.0,1
216,24,2754211.0,1
216,25,2791827.0,1
216,26,2705224.0,1
216,27,2870739.0,1
216,28,2758204.0,1
216,29,2935526.0,1
216,30,2689495.0,1
216,31,2800055.0,1
216,32,3064876.0,0
216,33,2977573.0,0
216,34,2958630.0,0
216,35,2901613.0,0
216,36,3091664.0,0
216,37,2836509.0,0
216,38,3104738.0,0
216,39,2890752.0,0
216,40,2860580.0,0
216,41,2858710.0,0
216,42,2784594.0,0
216,43,2918226.0,0
216,44,2799746.0,0
216,45,3263862.0,0
216,46,2821288.0,0
216,47,2810897.0,0
216,48,2890820.0,1
216,49,2562636.0,1
216,50,2831299.0,1
216,51,2410679.0,1
216,52,2801382.0,1
216,53,2910394.0,1
216,54,2850846.0,1
216,55,2938190.0,1
216,56,3149911.0,1
216,57,2870711.0,1
216,58,2809626.0,1
216,59,2823211.0,1
216,60,2859007.0,1
216,61,2965866.0,1
216,62,2867990.0,1
216,63,2805560.0,1
219,0,1959860.0,0
219,1,2416889.0,0
219,2,2045380.0,0
219,3,2559380.0,0
219,4,1000010.0,0
219,5,2217765.0,0
219,6,1045267.0,0
219,7,2026720.0,0
219,8,1000098.0,0
219,9,1269857.0,0
219,10,2004218.0,0
219,11,2865510.0,0
219,12,1978103.0,0
219,13,2026983.0,0
219,14,2284959.0,0
219,15,2185994.0,0
219,16,3030626.0,1
219,17,2732745.0,1
219,18,3461712.0,1
219,19,3025975.0,1
219,20,2450286.0,1
219,21,3332163.0,1
219,22,3092695.0,1
219,23,3516988.0,1
219,24,3382655.0,1
219,25,2865182.0,1
219,26,2686233.0,1
219,27,3149170.0,1
219,28,3311333.0,1
219,29,3708049.0,1
219,30,3028445.0,1
219,31,3240632.0,1
219,32,1419608.0,0
219,33,1488256.0,0
219,34,2527969.0,0
219,35,1862069.0,0
219,36,1728828.0,0
219,37,2062889.0,0
219,38,1248069.0,0
219,39,1000005.0,0
219,40,1021698.0,0
219,41,3033500.0,0
219,42,1773839.0,0
219,43,1837007.0,0
219,44,1026208.0,0
219,45,1067879.0,0
219,46,2591527.0,0
219,47,1693060.0,0
219,48,3175810.0,1
219,49,3493509.0,1
219,50,2681194.0,1
219,51,2386758.0,1
219,52,2551496.0,1
219,53,2973229.0,1
219,54,3089579.0,1
219,55,2386310.0,1
219,56,2710201.0,1
219,57,2900410.0,1
219,58,2576359.0,1
219,59,3063855.0,1
219,60,3479633.0,1
219,61,3128791.0,1
219,62,3024357.0,1
219,63,3075802.0,1
222,0,2941210.0,0
222,1,2819858.0,0
222,2,2966725.0,0
222,3,2772818.0,0
222,4,2839017.0,0
222,5,2778811.0,0
222,6,2861981.0,0
222,7,2913261.0,0
