time,package,value
171,1.0,3.9939999999987776
171,0.0,3.452000000001135
174,1.0,3.9459999999962747
174,0.0,4.076999999997497
177,1.0,3.4100000000034925
177,0.0,3.8980000000010477
180,1.0,5.055000000000291
180,0.0,5.077000000001135
183,1.0,2.1310000000012224
183,0.0,1.9470000000001164
186,0.0,4.354999999999563
186,1.0,6.125
189,0.0,3.404999999998836
189,1.0,4.569999999999709
192,0.0,3.52900000000227
192,1.0,4.881999999997788
195,0.0,3.625
195,1.0,4.930000000000291
198,1.0,5.419999999998254
198,0.0,3.8519999999989523
201,0.0,3.6959999999999127
201,1.0,5.44999999999709
204,0.0,3.973999999998341
204,1.0,5.117000000005646
207,0.0,3.824000000000524
207,1.0,4.8770000000004075
210,0.0,3.736000000000786
210,1.0,3.852999999995518
213,0.0,4.936000000001513
213,1.0,4.584999999999127
216,1.0,2.026000000005297
216,0.0,2.385999999998603
219,1.0,4.444999999999709
219,0.0,3.7819999999992433
222,0.0,3.599000000001979
222,1.0,4.943999999995867
225,1.0,4.789000000004307
225,0.0,3.518000000000029
228,1.0,4.764999999999418
228,0.0,3.6639999999970314
231,1.0,4.697999999996682
231,0.0,3.5380000000004657
234,0.0,3.9320000000006985
234,1.0,5.2039999999979045
237,1.0,5.06600000000617
237,0.0,3.8480000000017753
240,0.0,3.7289999999993597
240,1.0,4.925999999999476
243,1.0,4.1599999999962165
243,0.0,3.404999999998836
246,1.0,4.234000000004016
246,0.0,3.893000000000029
249,0.0,4.082000000002154
249,1.0,3.375
252,1.0,4.810999999994237
252,0.0,4.899999999997817
255,0.0,1.7520000000004075
255,1.0,1.507000000005064
258,0.0,4.150000000001455
258,1.0,3.8629999999975553
261,0.0,3.628000000000611
261,1.0,3.389000000002852
264,1.0,3.3770000000004075
264,0.0,3.6269999999967695
267,1.0,3.4579999999987194
267,0.0,3.7930000000014843
270,1.0,3.8300000000017462
270,0.0,4.110000000000582
273,1.0,4.682999999997264
273,0.0,5.0349999999998545
276,1.0,1.9049999999988358
276,0.0,2.2959999999984575
279,0.0,3.6239999999997963
279,1.0,3.4720000000015716
282,1.0,3.9279999999998836
282,0.0,3.9500000000007276
285,1.0,3.7160000000003492
285,0.0,3.739000000001397
288,0.0,3.6489999999976135
288,1.0,3.904999999998836
291,0.0,3.5610000000015134
291,1.0,3.790999999997439
294,1.0,3.937000000005355
294,0.0,3.974999999998545
297,1.0,3.7330000000001746
297,0.0,4.165000000000873
300,1.0,4.652999999998428
300,0.0,4.961999999999534
303,0.0,2.253000000000611
303,1.0,2.315999999998894
306,0.0,4.0020000000004075
306,1.0,4.84599999999773
309,0.0,3.653999999998632
309,1.0,4.074000000000524
312,1.0,4.216000000000349
312,0.0,3.5940000000009604
315,0.0,3.430000000000291
315,1.0,4.091000000000349
318,1.0,4.768000000003667
318,0.0,4.0240000000012515
321,1.0,3.3770000000004075
321,0.0,3.6959999999999127
324,1.0,4.569999999999709
324,0.0,5.047999999998865
327,0.0,2.157999999999447
327,1.0,1.9289999999964493
330,1.0,4.7629999999990105
330,0.0,4.209999999999127
333,1.0,5.052000000003318
333,0.0,3.938000000001921
336,1.0,4.358000000000175
336,0.0,3.588999999999942
339,0.0,3.441999999999098
339,1.0,4.673999999999069
342,1.0,5.17500000000291
342,0.0,3.9570000000021537
345,0.0,3.5979999999981374
345,1.0,4.923999999999069
348,0.0,3.9140000000006694
348,1.0,4.750999999996566
351,0.0,3.474999999998545
351,1.0,2.9870000000009895
354,0.0,5.720000000001164
354,1.0,5.389000000002852
357,0.0,1.8430000000007567
357,1.0,1.918999999994412
360,1.0,5.507000000005064
360,0.0,4.310999999997875
363,1.0,4.3070000000006985
363,0.0,3.4950000000026193
366,1.0,5.096999999994296
366,0.0,3.9799999999995634
369,1.0,4.882000000005064
369,0.0,3.66899999999805
372,1.0,5.2039999999979045
372,0.0,3.6929999999993015
375,1.0,4.616000000001804
375,0.0,3.3920000000034634
378,1.0,3.6939999999958673
378,0.0,3.837999999999738
381,1.0,4.312000000005355
381,0.0,4.65599999999904
384,1.0,2.22099999999773
384,0.0,2.672999999998865
387,1.0,4.458999999995285
387,0.0,3.779999999998836
390,1.0,5.302999999999884
390,0.0,3.9580000000023574
393,0.0,3.7109999999993306
393,1.0,5.080000000001746
396,0.0,3.7479999999995925
396,1.0,4.966000000000349
399,0.0,3.4170000000012806
399,1.0,4.739999999997963
402,0.0,3.9759999999987485
402,1.0,5.640000000006694
405,1.0,4.895999999993364
405,0.0,3.559000000001106
408,1.0,3.812000000005355
408,0.0,3.691999999999098
411,0.0,3.614000000001397
411,1.0,3.3980000000010477
414,1.0,4.530999999995402
414,0.0,5.17699999999968
417,1.0,2.474999999998545
417,0.0,2.5540000000000873
420,1.0,5.157000000006519
420,0.0,4.320999999999913
423,0.0,3.4549999999981083
423,1.0,5.038999999997031
426,0.0,3.721000000001368
426,1.0,5.387000000002445
429,0.0,3.541000000001077
429,1.0,4.628999999993539
432,1.0,5.113000000004831
432,0.0,4.024999999997817
435,0.0,3.2440000000024156
435,1.0,4.294999999998254
438,0.0,3.893000000000029
438,1.0,5.004000000000815
441,1.0,4.650999999998021
441,0.0,3.712999999999738
444,0.0,3.69800000000032
444,1.0,3.5529999999998836
447,0.0,3.9089999999996508
447,1.0,3.062000000005355
450,1.0,4.656999999999243
450,0.0,5.131999999997788
453,0.0,2.375
453,1.0,2.388999999995576
456,0.0,3.6959999999999127
456,1.0,4.760000000002037
459,1.0,4.533000000003085
459,0.0,3.6130000000011933
462,1.0,5.304999999993015
462,0.0,3.944999999999709
465,1.0,4.966000000000349
465,0.0,3.7010000000009313
468,0.0,3.687999999998283
468,1.0,4.92500000000291
471,0.0,3.4439999999995052
471,1.0,4.750999999996566
474,1.0,4.997000000003027
474,0.0,3.949000000000524
477,0.0,4.063000000001921
477,1.0,4.5370000000039
480,1.0,3.7809999999954016
480,0.0,3.769000000000233
483,0.0,3.731999999999971
483,1.0,2.9720000000015716
486,0.0,5.038999999997031
486,1.0,4.90400000000227
489,0.0,2.276000000001659
489,1.0,2.4569999999948777
492,0.0,3.8549999999995634
492,1.0,5.844000000004598
495,1.0,4.326000000000931
495,0.0,3.136000000002241
498,1.0,5.503999999993539
498,0.0,3.7489999999997963
501,1.0,5.30000000000291
501,0.0,3.6589999999996508
504,0.0,3.731999999999971
504,1.0,5.271999999997206
507,0.0,3.764999999999418
507,1.0,5.063000000001921
510,0.0,3.599999999998545
510,1.0,4.677999999999884
513,1.0,5.245000000002619
513,0.0,3.730999999999767
516,0.0,4.025000000001455
516,1.0,5.389999999999418
519,1.0,2.8150000000023283
519,0.0,3.639999999999418
522,1.0,4.413000000000466
522,0.0,5.309000000001106
525,1.0,1.9989999999961583
525,0.0,2.1599999999998545
528,1.0,3.4429999999993015
528,0.0,3.8070000000006985
531,0.0,3.444999999999709
531,1.0,3.1560000000026776
534,1.0,3.672999999995227
534,0.0,3.9389999999984866
537,1.0,3.764000000002852
537,0.0,4.065999999998894
540,1.0,3.209999999999127
540,0.0,3.4620000000031723
543,1.0,3.4579999999987194
543,0.0,3.966999999996915
546,0.0,5.1560000000026776
546,1.0,4.880000000004657
549,0.0,2.191999999999098
549,1.0,2.110000000000582
552,0.0,3.8400000000001455
552,1.0,3.74199999999837
555,1.0,3.5279999999984284
555,0.0,3.333999999998923
558,0.0,3.981999999999971
558,1.0,4.256000000001222
561,1.0,3.7560000000012224
561,0.0,3.4609999999993306
564,0.0,3.7340000000003783
564,1.0,3.8839999999981956
567,0.0,3.816999999999098
567,1.0,3.497000000003027
570,1.0,5.047999999995227
570,0.0,5.34400000000096
573,1.0,2.014999999999418
573,0.0,2.1020000000025902
576,0.0,4.06499999999869
576,1.0,4.779999999998836
579,0.0,3.518000000000029
579,1.0,4.713000000003376
582,1.0,4.468000000000757
582,0.0,3.875
585,1.0,3.923000000002503
585,0.0,3.4899999999979627
588,0.0,3.7890000000006694
588,1.0,4.334999999999127
591,0.0,3.346000000001368
591,1.0,4.059999999997672
594,0.0,4.354999999999563
594,1.0,3.5970000000015716
597,0.0,4.972000000001572
597,1.0,4.841999999996915
600,1.0,2.059000000001106
600,0.0,2.146999999997206
603,0.0,4.085000000002765
603,1.0,4.838000000003376
606,0.0,3.605999999999767
606,1.0,4.221999999994296
609,0.0,3.547999999998865
609,1.0,4.274000000004889
612,0.0,3.8110000000015134
612,1.0,4.689999999995052
615,0.0,3.4089999999996508
615,1.0,4.117000000005646
618,1.0,4.992999999994936
618,0.0,4.167999999997846
621,0.0,3.5970000000015716
621,1.0,3.1310000000012224
624,0.0,5.062999999998283
624,1.0,4.811999999998079
627,0.0,2.0900000000001455
627,1.0,2.025000000001455
630,0.0,4.369000000002416
630,1.0,5.677000000003318
633,1.0,4.75
633,0.0,3.484999999996944
636,0.0,3.8000000000029104
636,1.0,5.22099999999773
639,0.0,3.3849999999983993
639,1.0,4.608000000000175
642,1.0,5.49199999999837
642,0.0,4.037000000000262
645,1.0,4.755000000004657
645,0.0,3.5979999999981374
648,1.0,4.1929999999993015
648,0.0,3.541000000001077
651,0.0,3.537000000000262
651,1.0,2.852999999995518
654,1.0,5.177999999999884
654,0.0,5.618999999998778
657,1.0,2.8179999999993015
657,0.0,2.350000000002183
660,1.0,4.790000000000873
660,0.0,3.540000000000873
663,1.0,4.9870000000009895
663,0.0,3.573999999996886
666,1.0,5.338999999999942
666,0.0,3.816000000002532
669,0.0,3.724999999998545
669,1.0,4.603000000002794
672,1.0,4.485000000000582
672,0.0,3.5240000000012515
675,1.0,5.303999999996449
675,0.0,3.6199999999989814
678,1.0,4.967000000004191
678,0.0,3.7999999999992724
681,1.0,3.528999999994994
681,0.0,3.769000000000233
684,1.0,4.687000000005355
684,0.0,5.062000000001717
687,1.0,2.0269999999945867
687,0.0,2.2160000000003492
690,1.0,4.719000000004598
690,0.0,4.096999999997934
693,0.0,3.725000000002183
693,1.0,5.064999999995052
696,0.0,3.9129999999968277
696,1.0,5.028000000005704
699,0.0,3.349000000001979
699,1.0,4.360000000000582
702,0.0,3.894000000000233
702,1.0,4.99199999999837
705,0.0,3.684000000001106
705,1.0,4.7129999999961
708,0.0,3.826999999997497
708,1.0,5.010999999998603
711,0.0,3.6589999999996508
711,1.0,4.3180000000065775
714,0.0,3.77900000000227
714,1.0,3.576999999997497
717,1.0,3.5
717,0.0,4.209999999999127
720,1.0,4.820999999996275
720,0.0,4.867999999998574
723,1.0,2.77900000000227
723,0.0,2.4350000000013097
726,1.0,6.018000000003667
726,0.0,3.842000000000553
729,1.0,4.69199999999546
729,0.0,3.4399999999986903
732,1.0,4.806000000004133
732,0.0,3.5270000000018626
735,0.0,3.5979999999981374
735,1.0,5.016999999999825
738,0.0,4.010000000002037
738,1.0,6.211999999999534
741,1.0,6.309000000001106
741,0.0,3.644000000000233
744,1.0,5.272999999993772
744,0.0,3.6629999999968277
747,1.0,4.488000000004831
747,0.0,3.8180000000029395
750,1.0,3.5
750,0.0,3.82300000000032
753,1.0,4.314999999995052
753,0.0,4.826999999997497
756,1.0,2.449000000000524
756,0.0,2.588999999999942
759,1.0,4.282000000006519
759,0.0,3.687000000001717
762,0.0,3.981999999999971
762,1.0,5.411999999996624
765,1.0,5.125
765,0.0,3.6260000000002037
768,0.0,3.5679999999993015
768,1.0,5.273000000001048
771,0.0,3.7409999999981665
771,1.0,5.646999999997206
774,1.0,5.711999999999534
774,0.0,3.8260000000009313
777,0.0,4.065999999998894
777,1.0,5.832000000002154
780,1.0,5.010000000002037
780,0.0,3.5210000000006403
783,0.0,3.6920000000027358
783,1.0,4.792999999997846
786,1.0,4.292000000001281
786,0.0,3.822999999996682
789,1.0,3.3629999999975553
789,0.0,4.27100000000064
792,1.0,4.455999999998312
792,0.0,4.908999999999651
795,1.0,1.4180000000051223
795,0.0,1.805000000000291
798,1.0,3.146999999997206
798,0.0,4.02900000000227
801,1.0,2.9199999999982538
801,0.0,3.6939999999995052
804,1.0,2.853000000002794
804,0.0,3.657999999999447
807,1.0,3.2669999999998254
807,0.0,3.763999999999214
810,1.0,3.235999999997148
810,0.0,4.049999999999272
813,0.0,5.040000000000873
813,1.0,4.655000000006112
816,0.0,2.202000000001135
816,1.0,1.8149999999950523
819,1.0,3.49199999999837
819,0.0,3.9690000000009604
822,0.0,4.069999999999709
822,1.0,4.504000000000815
825,0.0,3.5819999999985157
825,1.0,3.9979999999995925
828,0.0,3.694999999999709
828,1.0,3.7740000000048894
831,1.0,3.3369999999995343
831,0.0,3.8300000000017462
834,1.0,5.540000000000873
834,0.0,5.577999999997701
837,0.0,1.9380000000019209
837,1.0,2.1259999999965657
840,1.0,5.048999999999069
840,0.0,3.955999999998312
843,1.0,4.326000000000931
843,0.0,3.2989999999990687
846,1.0,5.7739999999976135
846,0.0,4.533000000003085
849,1.0,4.325000000004366
849,0.0,3.36699999999837
852,0.0,3.6009999999987485
852,1.0,4.655999999995402
855,1.0,3.7010000000009313
855,0.0,3.4130000000004657
858,1.0,3.4880000000048312
858,0.0,4.152000000001863
861,0.0,4.938999999998487
861,1.0,4.880999999993946
864,1.0,2.00800000000163
864,0.0,2.308000000000902
867,1.0,3.882000000005064
867,0.0,5.161000000000058
870,1.0,4.278999999994994
870,0.0,4.379000000000815
873,0.0,4.335999999999331
873,1.0,4.313000000001921
876,0.0,4.4759999999987485
876,1.0,4.135999999998603
879,1.0,3.7929999999978463
879,0.0,3.7040000000015425
882,1.0,4.605000000003201
882,0.0,4.163000000000466
885,1.0,3.495999999999185
885,0.0,3.8919999999998254
888,1.0,4.614999999997963
888,0.0,4.911000000000058
891,1.0,1.923000000002503
891,0.0,2.3369999999995343
894,1.0,4.271999999997206
894,0.0,5.141999999999825
897,1.0,3.845000000001164
897,0.0,4.2520000000004075
900,0.0,4.380000000001019
900,1.0,3.8320000000021537
903,1.0,3.7920000000012806
903,0.0,4.28099999999904
906,0.0,4.82300000000032
906,1.0,4.34599999999773
909,1.0,3.4870000000009895
909,0.0,3.9459999999999127
912,0.0,3.9019999999982247
912,1.0,3.3960000000006403
915,1.0,4.7039999999979045
915,0.0,4.828000000001339
918,0.0,2.025999999998021
918,1.0,1.6240000000034343
921,1.0,5.726999999998952
921,0.0,4.723000000001775
924,1.0,5.193999999995867
924,0.0,4.294999999998254
927,1.0,4.92000000000553
927,0.0,3.934000000001106
930,0.0,4.582999999998719
930,1.0,5.7520000000004075
933,0.0,4.290000000000873
933,1.0,5.189999999995052
936,0.0,4.414000000000669
936,1.0,5.444999999999709
939,1.0,3.9100000000034925
939,0.0,3.309000000001106
942,0.0,4.156999999999243
942,1.0,3.605999999999767
945,0.0,4.994999999998981
945,1.0,5.019999999996799
948,1.0,2.2850000000034925
948,0.0,2.2730000000010477
951,0.0,4.792000000001281
951,1.0,4.6010000000023865
954,0.0,4.97899999999936
954,1.0,5.18399999999383
957,0.0,4.503000000000611
957,1.0,4.860000000000582
960,0.0,4.3179999999993015
960,1.0,4.80000000000291
963,1.0,4.4799999999959255
963,0.0,4.016999999999825
966,1.0,4.802999999999884
966,0.0,4.291999999997643
969,1.0,3.710000000006403
969,0.0,3.8140000000021246
972,0.0,3.894000000000233
972,1.0,3.474999999998545
975,0.0,3.076999999997497
975,1.0,2.9099999999962165
978,0.0,5.030000000002474
978,1.0,4.958000000005995
981,0.0,4.072000000000116
981,1.0,3.900999999998021
984,1.0,4.4320000000006985
984,0.0,4.538000000000466
987,1.0,4.350999999995111
987,0.0,4.39799999999741
990,1.0,4.2960000000020955
990,0.0,4.177999999999884
993,0.0,4.621000000002823
993,1.0,4.7039999999979045
996,0.0,3.962999999999738
996,1.0,4.120999999999185
999,0.0,2.985999999997148
999,1.0,2.477000000006228
1002,1.0,5.036999999996624
1002,0.0,5.426000000003114
1005,1.0,1.7359999999971478
1005,0.0,1.885999999998603
1008,1.0,4.80000000000291
1008,0.0,5.121999999999389
1011,1.0,4.681000000004133
1011,0.0,4.729999999999563
1014,1.0,4.577999999994063
1014,0.0,5.47700000000259
1017,0.0,5.1599999999998545
1017,1.0,4.3950000000040745
1020,0.0,5.318999999999505
1020,1.0,4.5
1023,1.0,4.207999999998719
1023,0.0,4.757999999997992
1026,0.0,4.799000000002707
1026,1.0,4.436000000001513
1029,1.0,3.3189999999958673
1029,0.0,3.654999999998836
1032,1.0,3.618000000002212
1032,0.0,3.907999999999447
1035,1.0,4.370999999999185
1035,0.0,4.8290000000015425
1038,0.0,1.8429999999971187
1038,1.0,1.478000000002794
1041,1.0,4.0239999999976135
1041,0.0,4.27100000000064
1044,0.0,3.6850000000013097
1044,1.0,3.4170000000012806
1047,0.0,3.782999999999447
1047,1.0,3.3909999999959837
1050,1.0,3.562000000005355
1050,0.0,3.8040000000000873
1053,1.0,3.8039999999964493
1053,0.0,4.069999999999709
1056,0.0,4.318999999999505
1056,1.0,3.9720000000015716
1059,1.0,4.4429999999993015
1059,0.0,4.677999999999884
1062,0.0,2.0050000000010186
1062,1.0,1.8890000000028522
1065,0.0,4.355999999999767
1065,1.0,4.760999999998603
1068,0.0,3.4939999999987776
1068,1.0,3.9239999999990687
1071,0.0,3.5
1071,1.0,3.930000000000291
1074,0.0,4.096000000001368
1074,1.0,4.688999999998487
1077,0.0,3.8329999999987194
1077,1.0,4.306000000004133
1080,1.0,3.7109999999956926
1080,0.0,3.819999999999709
1083,1.0,3.018000000003667
1083,0.0,3.5540000000000873
1086,0.0,5.3620000000009895
1086,1.0,5.44999999999709
1089,1.0,1.974000000001979
1089,0.0,1.9249999999992724
1092,0.0,4.35399999999936
1092,1.0,4.258999999998196
1095,0.0,3.4140000000006694
1095,1.0,3.510999999998603
1098,0.0,3.94800000000032
1098,1.0,4.080999999998312
1101,0.0,3.9439999999995052
1101,1.0,3.9570000000021537
1104,0.0,3.980999999999767
1104,1.0,3.8280000000013388
1107,1.0,3.3910000000032596
1107,0.0,4.001000000000204
1110,0.0,5.4430000000029395
1110,1.0,4.911999999996624
1113,1.0,1.8190000000031432
1113,0.0,1.9309999999968568
1116,1.0,5.8439999999973224
1116,0.0,4.605000000003201
1119,1.0,4.834999999999127
1119,0.0,3.3649999999979627
1122,0.0,3.9690000000009604
1122,1.0,5.847999999998137
1125,0.0,3.848999999998341
1125,1.0,5.2520000000004075
1128,0.0,3.9910000000018044
1128,1.0,5.302000000003318
1131,1.0,4.663999999997031
1131,0.0,3.6019999999989523
1134,1.0,4.056000000004133
1134,0.0,4.434000000001106
1137,0.0,4.826000000000931
1137,1.0,4.452999999994063
1140,1.0,2.355999999999767
1140,0.0,2.5119999999988067
1143,0.0,3.9569999999985157
1143,1.0,4.345000000001164
1146,0.0,5.0
1146,1.0,5.584000000002561
1149,0.0,3.7489999999997963
1149,1.0,3.86699999999837
1152,0.0,4.429000000000087
1152,1.0,4.431000000004133
1155,1.0,4.129000000000815
1155,0.0,3.9470000000001164
1158,1.0,4.772999999993772
1158,0.0,4.397000000000844
1161,0.0,3.610000000000582
1161,1.0,4.302000000003318
1164,1.0,3.4320000000006985
1164,0.0,4.227999999999156
1167,0.0,4.623999999999796
1167,1.0,4.322999999996682
1170,0.0,2.45600000000195
1170,1.0,2.3729999999995925
1173,0.0,4.143000000000029
1173,1.0,5.2370000000009895
1176,1.0,5.080000000001746
1176,0.0,3.8580000000001746
1179,1.0,3.9349999999976717
1179,0.0,3.3400000000001455
1182,1.0,5.073000000003958
1182,0.0,4.0679999999993015
1185,0.0,3.92699999999968
1185,1.0,5.375
1188,0.0,3.74199999999837
1188,1.0,5.098999999994703
1191,1.0,4.325000000004366
1191,0.0,3.5499999999992724
1194,0.0,3.717000000000553
1194,1.0,3.3700000000026193
1197,0.0,4.371999999999389
1197,1.0,3.4799999999959255
1200,0.0,5.019000000000233
1200,1.0,4.468000000000757
1203,1.0,2.194000000003143
1203,0.0,2.4870000000009895
1206,0.0,5.931000000000495
1206,1.0,5.198999999993248
1209,1.0,3.496000000006461
1209,0.0,3.9939999999987776
1212,1.0,4.305999999996857
1212,0.0,4.635000000002037
1215,1.0,4.080000000001746
1215,0.0,4.145000000000437
1218,0.0,4.643000000000029
1218,1.0,4.489999999997963
1221,0.0,4.566999999999098
1221,1.0,4.26600000000326
1224,0.0,3.731999999999971
1224,1.0,3.180000000000291
1227,1.0,4.138999999995576
1227,0.0,4.648000000001048
1230,0.0,2.6039999999993597
1230,1.0,2.1820000000006985
1233,1.0,3.7660000000032596
1233,0.0,6.040999999997439
1236,0.0,6.692000000002736
1236,1.0,4.513999999995576
1239,1.0,3.911000000000058
1239,0.0,5.495999999999185
1242,0.0,6.555000000000291
1242,1.0,5.236000000004424
1245,1.0,4.629999999997381
1245,0.0,5.672999999998865
1248,1.0,5.02900000000227
1248,0.0,5.7590000000018335
1251,1.0,4.379000000000815
1251,0.0,5.177999999999884
1254,0.0,4.208999999998923
1254,1.0,3.841999999996915
1257,1.0,4.455999999998312
1257,0.0,4.826000000000931
1260,1.0,2.580999999998312
1260,0.0,2.7449999999989814
1263,1.0,3.7930000000051223
1263,0.0,5.402999999998428
1266,0.0,6.96900000000096
1266,1.0,4.311000000001513
1269,1.0,3.4939999999987776
1269,0.0,6.025000000001455
1272,1.0,4.299999999995634
1272,0.0,7.024999999997817
1275,1.0,3.857000000003609
1275,0.0,6.506000000001222
1278,1.0,3.7999999999956344
1278,0.0,6.75800000000163
1281,1.0,4.217000000004191
1281,0.0,7.140999999999622
1284,1.0,3.4839999999967404
1284,0.0,5.440999999998894
1287,1.0,3.209999999999127
1287,0.0,3.6630000000004657
1290,0.0,5.346999999997934
1290,1.0,4.937000000005355
1293,1.0,1.9969999999957508
1293,0.0,2.382000000001426
1296,1.0,3.4619999999995343
1296,0.0,3.8250000000007276
1299,1.0,3.02900000000227
1299,0.0,3.378000000000611
1302,1.0,3.478000000002794
1302,0.0,4.110000000000582
1305,0.0,3.628999999997177
1305,1.0,3.349999999998545
